run_index,Latency,Throughput,gc_collection_count,gc_collection_time,jvm_loaded_class_count,jvm_total_loaded_class_count,last_gc_info_duration,memory_heap_usage_used,memory_non_heap_usage_used,network_request_FetchConsumer_ResponseSendTimeMs,network_request_FetchConsumer_TotalTimeMs,network_request_Produce_ResponseSendTimeMs,network_request_Produce_TemporaryMemoryBytes,network_request_Produce_TotalTimeMs,network_socket_FetchConsumer_NetworkProcessorAvgIdlePercent,network_socket_FetchConsumer_RequestHandlerAvgIdlePercent,os_committed_vm_size,os_open_fd_count,os_process_cpu_load,os_process_cpu_time,os_system_cpu_load,server_broker_topics_AllTopicsBytesIn,server_broker_topics_AllTopicsBytesOut,server_broker_topics_AllTopicsMessagesIn,server_broker_topics_TotalFetchRequestsPerSec,server_broker_topics_TotalProduceRequestsPerSec,server_purgatory_NumDelayedFetchRequests,threading_thread_count
102,1.95,0.03,6.8,69.8,7019.76,7151.7,13.51,191795691.21,71879684.45,52216.5,52209.5,8423.0,992.27,8422.0,0.89,0.99,7354019843.1,190.19,0.02,15220000000.0,0.63,7763.51,355755.54,17.37,80.01,17.28,26.8,68.55
103,1.2,1.51,6.7,58.7,6989.39,7116.0,11.82,183686671.8,71665060.31,60575.5,60569.5,5392.5,,5392.5,0.89,0.99,7353890518.11,190.28,0.02,13733000000.0,0.54,15363.52,729823.67,15.99,90.48,10.78,31.21,68.54
104,2.53,0.58,6.8,66.1,6992.3,7120.4,14.48,188823071.2,71513990.76,53480.0,53479.5,5410.0,1432.66,5410.0,0.89,0.99,7352362967.66,189.53,0.02,14632000000.0,0.63,5225.51,235696.79,15.5,71.19,10.46,25.83,68.64
105,3.73,0.02,6.4,58.5,6983.7,7117.7,14.02,183942676.78,71483290.37,47355.5,47346.0,4177.0,1897.17,4176.0,0.89,0.99,7351019327.61,190.12,0.02,15432000000.0,0.63,3462.77,145144.99,16.89,69.56,8.57,24.66,68.65
106,1.15,0.04,6.7,62.4,6977.94,7101.0,14.72,182429165.52,71655303.58,57078.5,57075.0,4031.5,,4031.0,0.89,0.99,7353790709.14,190.76,0.02,13332000000.0,0.52,15595.16,748784.44,16.4,90.41,8.31,26.18,68.61
107,3.0,0.49,6.7,65.2,6987.09,7118.1,16.1,186983957.07,71376352.1,48855.5,48848.5,4058.5,1893.74,4058.5,0.89,0.99,7351921300.95,190.63,0.03,15252000000.0,0.66,4363.31,191446.84,15.57,68.65,7.92,26.8,68.7
108,2.94,0.02,6.6,66.2,6995.75,7130.9,20.0,186338058.22,71577861.19,47486.5,47480.0,4125.0,1901.62,4124.0,0.89,0.99,7352581880.24,190.26,0.02,15487000000.0,0.65,4529.97,199964.98,16.2,69.85,8.21,25.07,68.58
109,2.64,0.02,6.8,71.5,6976.65,7101.3,13.87,187219954.15,71555773.96,48373.5,48370.0,5684.0,1428.7,5683.5,0.89,0.99,7353086041.99,190.14,0.02,15939000000.0,0.65,5433.72,251363.15,16.17,67.09,10.86,25.6,68.7
110,2.16,0.03,6.7,78.9,6987.08,7116.3,17.74,180179698.27,71697086.62,44364.5,44359.5,8249.0,991.38,8247.0,0.89,0.99,7354043491.3,191.01,0.03,15874000000.0,0.74,7006.92,319261.58,16.02,64.87,15.94,26.12,68.6
111,1.21,0.04,6.6,62.2,6998.71,7123.3,14.89,181233911.19,71895089.03,51865.0,51862.0,7854.0,,7854.0,0.89,0.99,7354720377.02,190.21,0.02,13640000000.0,0.6,16126.0,765866.04,16.44,80.56,16.37,26.61,68.56
112,3.47,0.02,6.3,58.1,6973.33,7108.7,15.53,194001935.84,71329634.19,44875.0,44869.5,4067.0,1879.68,4066.0,0.89,0.99,7349349810.42,190.1,0.02,15375000000.0,0.66,3060.49,146644.06,14.23,63.85,7.22,24.84,68.54
113,2.36,0.03,6.8,82.7,6998.84,7130.3,21.85,178626085.72,71846538.85,45648.5,45644.5,8382.5,993.61,8382.0,0.89,0.99,7354598589.28,190.84,0.03,16388000000.0,0.71,6138.4,310984.14,14.06,61.47,13.97,26.83,68.63
114,1.2,0.04,6.8,43.1,6999.87,7126.2,7.71,180893555.61,71927255.21,54008.0,54004.0,7901.5,,7900.0,0.89,0.99,7353274355.59,190.86,0.02,13806000000.0,0.58,15720.69,735441.89,16.03,83.36,15.96,23.75,68.59
115,3.66,0.02,6.0,64.9,6979.02,7110.1,15.06,196490443.33,71386064.85,44520.5,44510.0,4070.0,1897.42,4068.5,0.88,0.99,7352812066.13,190.21,0.03,15571000000.0,0.64,3432.37,144666.62,16.75,66.34,8.5,25.78,68.7
116,1.24,1.42,6.4,49.2,6981.5,7110.4,10.49,185112427.78,71555181.51,58142.0,58138.0,3919.5,,3919.5,0.88,0.99,7353578731.83,190.9,0.02,13178000000.0,0.55,14590.69,700080.47,15.35,88.83,7.78,25.94,68.57
117,2.11,0.74,6.8,73.3,6988.32,7122.7,13.87,192787753.21,71604984.99,48927.0,48923.5,8457.0,990.93,8454.5,0.89,0.99,7348868787.98,189.93,0.03,16669000000.0,0.71,6854.62,311376.92,15.34,62.82,15.27,25.14,68.47
118,2.58,0.03,6.5,79.9,6967.32,7101.0,20.13,185480746.57,71448309.12,44515.5,44508.0,8405.5,992.31,8405.5,0.89,0.99,7348975861.14,189.53,0.03,16408000000.0,0.7,5322.12,239102.77,16.1,62.74,16.01,25.33,68.56
119,2.34,0.02,5.8,70.0,6977.01,7115.2,18.64,184936153.7,70706726.0,53974.0,53966.0,5682.0,1754.19,5680.0,0.89,0.99,7347596039.76,186.64,0.02,13275000000.0,0.59,3792.24,343496.66,16.72,78.78,9.92,26.64,68.1
120,3.17,0.49,6.4,76.8,6991.12,7128.8,18.99,193509804.41,71477126.61,49974.5,49967.5,4284.5,1907.35,4283.0,0.89,0.99,7350607583.42,190.27,0.03,16440000000.0,0.66,4392.82,192200.31,15.73,64.21,7.96,26.17,68.6
121,1.16,0.04,6.7,57.6,7001.26,7127.3,10.07,188258836.02,71992118.89,56987.0,56986.5,8300.0,,8300.0,0.89,0.99,7354709941.53,190.55,0.02,14163000000.0,0.58,15966.51,752691.89,16.29,87.06,16.21,26.35,68.62
122,1.21,0.04,6.8,61.7,7009.13,7134.1,13.22,181411089.3,71941793.12,55761.0,55753.0,8062.5,,8060.5,0.89,0.99,7354110749.48,190.14,0.02,13991000000.0,0.58,15182.22,725588.33,15.49,83.0,15.41,24.85,68.49
123,2.38,0.03,6.6,76.4,6972.06,7108.6,17.98,180251634.35,71589033.43,44337.5,44336.5,8600.0,999.76,8598.5,0.89,0.99,7351209496.82,190.23,0.03,17047000000.0,0.73,6853.93,310474.02,15.75,61.07,15.56,29.64,68.43
124,3.46,0.02,6.2,56.3,6987.35,7115.9,15.8,199334709.36,71513547.02,52077.5,52076.0,4023.0,1960.77,4023.0,0.89,0.99,7354449901.38,190.32,0.02,13812000000.0,0.59,3079.38,133512.12,15.34,70.55,7.55,26.39,68.68
125,3.04,0.03,6.8,64.0,6992.29,7119.8,14.42,189986617.61,71565219.96,50598.0,50592.0,5433.0,1435.22,5432.0,0.89,0.99,7353002707.01,190.43,0.02,14444000000.0,0.63,5410.95,235550.62,16.08,73.21,10.82,25.72,68.63
126,3.11,0.03,6.7,65.3,6990.07,7114.9,15.77,180119796.67,71578573.98,50287.5,50283.5,5619.0,1438.11,5617.0,0.88,0.99,7354550389.92,190.54,0.02,14521000000.0,0.65,5288.74,229618.18,16.0,69.16,10.75,25.37,68.66
127,1.22,0.04,6.2,51.8,6988.04,7116.8,11.2,191132071.07,71841689.07,53338.5,53334.0,7789.0,,7788.0,0.89,0.99,7353537747.01,190.04,0.02,13751000000.0,0.58,15973.14,750960.31,16.3,81.38,15.85,25.56,68.52
128,3.35,0.02,6.6,70.7,6992.37,7123.5,20.95,181994261.63,71582204.5,50575.0,50572.5,4203.0,1893.68,4203.0,0.9,0.99,7354485834.47,190.73,0.02,14523000000.0,0.61,4538.05,195297.83,16.47,73.06,8.37,26.0,68.66
129,1.2,0.04,6.5,66.6,6996.86,7120.1,15.34,186777991.69,71941687.65,56664.5,56660.0,8334.0,,8333.5,0.89,0.99,7354072212.95,190.38,0.02,14113000000.0,0.58,15440.6,729854.95,15.75,82.51,15.67,25.37,68.6
130,3.27,0.02,6.6,64.0,6983.61,7112.3,18.21,188549095.26,71466985.01,47393.5,47388.5,4028.5,1903.61,4028.5,0.89,0.99,7354020466.81,190.36,0.02,14191000000.0,0.62,2840.83,137527.3,13.87,68.07,7.03,24.37,68.75
131,3.41,0.02,6.5,70.9,7014.22,7144.0,20.44,191267213.25,71725818.05,49256.0,49249.0,4116.0,1913.02,4116.0,0.89,0.99,7353946707.78,190.01,0.02,14541000000.0,0.62,4606.94,195646.76,16.5,72.37,8.34,25.51,68.67
132,1.23,1.61,6.5,59.0,7000.41,7129.4,15.48,184985322.76,71898501.42,56750.0,56747.5,7847.0,,7847.0,0.89,0.99,7353974895.71,190.41,0.02,13618000000.0,0.58,15199.22,718126.65,15.51,84.67,15.44,24.91,68.59
133,3.17,0.03,6.3,76.5,7003.54,7133.3,21.64,187342237.8,71707908.19,50709.0,50704.5,5560.0,1443.6,5559.5,0.89,0.99,7354682228.36,190.5,0.02,15192000000.0,0.63,4692.12,223948.03,14.21,70.06,9.53,24.59,68.72
134,1.99,0.03,6.9,89.6,7004.89,7132.9,22.29,196404972.12,71873386.66,55648.5,55642.0,8419.5,996.45,8419.5,0.89,0.99,7354737356.8,190.79,0.02,14442000000.0,0.61,7330.27,334979.13,16.45,79.75,16.3,24.26,68.54
135,2.19,0.03,6.8,60.4,6996.19,7120.3,13.95,181943603.84,71744868.58,54056.5,54052.0,8155.5,990.9,8155.5,0.89,0.99,7353897323.05,190.33,0.02,13783000000.0,0.6,7385.74,334403.11,16.87,82.51,16.8,25.24,68.58
136,3.05,0.03,6.3,72.2,7002.74,7132.7,20.27,185755842.04,71696381.79,56096.0,56093.0,5531.0,1432.91,5530.0,0.88,0.99,7354857453.38,191.08,0.02,13387000000.0,0.56,5107.65,222628.16,15.44,76.71,10.38,27.99,68.66
137,2.15,0.73,7.0,64.4,6995.72,7119.9,14.07,194787900.2,71728026.01,56252.5,56247.5,7963.0,991.63,7963.0,0.88,0.99,7354327412.36,190.99,0.02,13745000000.0,0.61,7132.79,319488.54,15.96,83.87,15.88,23.78,68.57
138,2.21,0.03,7.0,66.1,7012.57,7146.7,11.83,194201784.66,71960113.35,52140.5,52135.5,7999.5,990.94,7997.5,0.88,0.99,7354748766.64,190.22,0.02,13730000000.0,0.59,7606.48,345818.92,17.01,79.83,16.94,25.58,68.59
139,2.82,0.46,6.7,57.2,6993.36,7120.7,14.7,190303840.4,71441376.12,59604.5,59600.0,4109.0,1898.42,4109.0,0.88,0.99,7354897358.35,191.41,0.02,13323000000.0,0.57,4411.5,195436.97,15.77,84.81,7.99,26.68,68.76
140,2.74,0.57,6.7,73.1,7015.71,7141.7,22.4,186900128.53,71749239.49,61737.5,61732.5,5655.5,1430.35,5655.5,0.89,0.99,7354966099.78,190.32,0.02,13782000000.0,0.57,5234.73,232545.99,15.8,85.1,10.65,29.66,68.71
141,1.94,0.71,6.4,56.9,7000.28,7124.6,13.4,192906851.42,71719371.32,60118.0,60110.5,8274.0,990.97,8273.0,0.89,0.99,7354281236.17,190.29,0.02,13983000000.0,0.6,6565.49,297647.47,15.01,82.24,14.93,24.68,68.57
142,3.24,0.43,6.5,64.0,7011.06,7138.0,15.36,191023781.81,71650037.75,57456.0,57454.5,5400.5,1433.26,5400.5,0.9,0.99,7354971530.08,190.7,0.02,13298000000.0,0.58,3850.91,169491.48,15.56,80.87,10.48,24.94,68.75
143,3.13,0.02,6.7,63.7,7011.65,7138.6,19.45,183529788.15,71750460.95,57322.5,57320.5,4243.5,1905.64,4243.5,0.89,0.99,7354521621.72,190.87,0.02,13427000000.0,0.55,4476.95,194528.96,16.27,81.75,8.24,28.53,68.68
144,2.91,0.03,6.9,71.4,7004.91,7136.1,16.12,184067566.7,71785406.13,53712.5,53706.0,8102.5,992.18,8101.5,0.9,0.99,7354200746.67,190.22,0.02,13612000000.0,0.58,4801.16,233556.78,14.51,78.11,14.44,24.19,68.67
145,3.25,0.02,6.3,68.2,7008.49,7136.3,22.71,189512356.72,71595965.94,53198.0,53191.5,3948.5,1903.0,3946.5,0.89,0.99,7354692834.52,190.49,0.02,12829000000.0,0.55,3180.41,136522.56,15.54,77.96,7.87,26.25,68.74
146,3.62,0.36,6.3,68.1,7003.18,7135.4,16.92,195431698.92,71563995.52,59415.0,59411.5,4105.0,1911.36,4105.0,0.88,0.99,7354649510.01,190.06,0.02,13156000000.0,0.56,2785.75,131678.22,13.63,81.58,6.89,27.37,68.74
147,2.03,0.71,6.6,73.8,7001.29,7128.7,17.58,192926294.57,71797224.49,59101.5,59098.5,8218.5,991.56,8217.0,0.89,0.99,7354616742.01,190.31,0.02,13962000000.0,0.6,6713.05,306488.38,15.34,82.29,15.27,26.53,68.67
148,2.54,0.03,6.8,58.8,7009.55,7137.9,12.82,188084790.35,71794896.84,57740.0,57737.5,5640.5,1431.74,5640.5,0.89,0.99,7355165190.21,190.58,0.02,13719000000.0,0.57,5734.64,256381.6,17.01,85.56,11.47,26.87,68.66
149,3.14,0.03,6.2,51.8,6999.32,7126.2,13.75,191540878.97,71689953.65,55223.0,55217.5,4604.0,1674.27,4603.5,0.89,0.99,7354765470.25,190.96,0.02,13131000000.0,0.56,4613.01,201593.63,15.53,77.5,8.89,24.81,68.69
150,1.26,0.04,6.6,50.6,7001.27,7127.4,12.15,184611915.9,71851345.75,54195.0,54193.0,3947.0,,3947.0,0.89,0.99,7353591575.27,190.22,0.02,13202000000.0,0.54,15449.69,733344.25,16.25,85.49,8.23,26.97,68.59
151,2.25,0.03,6.9,63.6,7012.87,7140.1,12.5,188061064.0,71846648.75,50188.5,50183.5,7610.5,1015.72,7610.5,0.89,0.99,7354396246.88,190.33,0.02,13335000000.0,0.6,6115.73,311494.81,13.91,72.69,13.54,28.45,68.67
152,1.17,0.04,6.6,53.4,7006.27,7136.4,12.13,184895446.66,71901080.02,54207.5,54203.5,5174.5,,5174.5,0.88,0.99,7353970365.28,190.36,0.02,13291000000.0,0.56,15044.09,718015.94,15.65,84.5,10.61,25.77,68.56
153,1.12,0.04,6.6,64.8,6997.95,7124.1,14.65,185567400.36,71954100.42,56204.0,56199.5,8140.0,,8137.5,0.89,0.99,7354544003.88,190.5,0.02,13990000000.0,0.58,15990.28,756029.22,16.3,86.82,16.22,24.45,68.56
154,3.19,0.03,6.4,66.2,7016.95,7144.6,16.14,190472944.11,71672936.99,56743.5,56738.0,4214.5,1903.99,4213.5,0.89,0.99,7354849835.44,191.3,0.02,13159000000.0,0.55,4401.83,189925.78,15.75,78.97,7.97,26.94,68.74
155,1.32,0.04,6.8,57.0,7000.84,7127.5,12.88,179486264.87,71982751.01,51630.0,51624.0,8117.5,,8117.5,0.89,0.99,7354131459.1,190.36,0.02,14283000000.0,0.62,14341.79,747186.8,14.62,75.77,14.55,24.56,68.63
156,2.19,0.77,6.6,69.9,7006.19,7139.5,16.79,204203182.18,71770699.07,56051.5,56043.5,8193.0,994.17,8192.0,0.89,0.99,7353964140.61,190.14,0.02,14537000000.0,0.63,7167.83,323981.0,16.06,81.73,15.95,24.99,68.55
157,2.94,0.03,6.8,58.1,7010.23,7139.3,12.45,189135884.05,71687962.36,51375.0,51371.0,5336.5,1430.93,5336.0,0.88,0.99,7354444024.24,190.45,0.02,13654000000.0,0.59,5343.59,232499.86,15.87,73.92,10.69,25.18,68.66
158,3.24,0.36,6.8,63.0,7005.18,7137.1,16.27,183948005.48,71470180.03,54444.5,54441.0,4158.0,1897.56,4157.5,0.89,0.99,7354477810.04,191.24,0.02,13767000000.0,0.61,2973.5,143836.67,14.52,78.2,7.36,28.58,68.73
159,2.98,0.02,6.2,66.3,7002.46,7132.0,13.49,191088204.31,71576112.66,50266.5,50264.0,5387.0,1434.08,5386.0,0.88,0.99,7354470015.22,190.78,0.02,14069000000.0,0.62,4042.13,179082.76,16.33,73.81,10.99,25.62,68.72
160,3.51,0.42,6.6,67.1,6978.19,7108.9,18.47,188731550.98,71373865.1,53085.0,53076.5,5370.5,1436.25,5370.0,0.9,0.99,7352760921.99,190.38,0.02,14014000000.0,0.61,3651.37,163002.47,14.75,70.13,9.92,25.36,68.71
161,3.34,0.02,6.4,48.2,6983.41,7109.6,10.76,191971546.35,71426934.07,52198.5,52193.5,4145.5,1910.55,4145.0,0.89,0.99,7354417533.67,190.54,0.02,13992000000.0,0.59,4109.16,174693.94,14.95,69.39,7.56,24.76,68.64
162,1.29,0.04,6.6,57.9,6989.06,7115.4,11.56,184851728.82,71881162.82,50204.5,50200.0,5571.5,,5571.5,0.89,0.99,7354631949.96,190.53,0.02,14856000000.0,0.62,16223.49,766384.47,16.88,75.57,11.36,27.51,68.54
163,3.03,0.03,6.8,70.1,7008.67,7136.0,14.45,185530417.19,71877791.99,49504.5,49503.0,8365.0,990.94,8364.0,0.89,0.99,7354383415.85,190.05,0.02,14741000000.0,0.65,5053.59,246577.51,15.27,72.88,15.2,27.41,68.66
164,2.75,0.03,6.8,66.4,7012.98,7138.4,17.39,184497418.61,71753546.59,55025.5,55020.0,5447.0,1437.0,5446.0,0.89,0.99,7354919908.07,190.03,0.02,13476000000.0,0.55,5809.76,257017.1,17.27,84.62,11.61,26.98,68.66
165,3.61,0.02,6.4,49.5,7000.13,7127.9,12.04,187171466.28,71555367.81,53871.5,53869.0,4138.5,1901.52,4138.0,0.89,0.99,7354109424.48,190.95,0.02,12961000000.0,0.58,3146.17,131428.87,15.38,73.46,7.79,25.34,68.74
166,3.0,0.03,7.0,64.4,7010.97,7140.1,14.01,180569185.6,71759199.6,57297.0,57294.0,5674.0,1435.62,5674.0,0.89,0.99,7355505356.8,190.85,0.02,13838000000.0,0.56,3560.71,173969.58,14.39,79.15,9.68,26.13,68.73
167,1.99,0.03,6.3,72.2,7010.92,7141.0,20.64,193369591.85,71859422.93,54815.5,54810.5,8129.5,1015.72,8129.5,0.89,0.99,7355036886.11,190.44,0.02,13950000000.0,0.59,7070.17,319359.98,16.43,80.31,15.99,24.56,68.67
168,3.52,0.02,6.3,55.1,6997.04,7128.0,16.7,197021230.62,71505035.43,54183.5,54178.0,4087.0,1910.78,4086.0,0.89,0.99,7354360745.12,190.09,0.02,12818000000.0,0.54,3360.89,144910.66,16.43,80.32,8.31,25.21,68.72
169,1.23,0.03,6.3,79.4,6999.9,7131.1,16.11,196907587.34,71845081.31,55724.5,55722.0,4137.0,,4137.0,0.84,0.99,7353817444.85,190.63,0.02,14041000000.0,0.56,16863.86,797305.11,17.73,91.39,8.98,26.55,68.57
170,2.18,0.03,6.7,75.0,6987.77,7112.0,18.52,185221053.76,71645428.88,54885.5,54881.5,8192.0,994.86,8189.5,0.89,0.99,7354346998.69,190.71,0.02,13566000000.0,0.58,7077.91,323671.32,16.2,81.72,16.09,24.47,68.68
171,2.22,0.03,7.1,73.2,7013.33,7140.2,15.26,190947681.17,71889249.86,53698.0,53692.0,8164.0,994.81,8162.0,0.89,0.99,7354615181.19,190.31,0.02,13722000000.0,0.58,7099.71,324941.19,15.91,76.9,15.8,25.87,68.59
172,2.2,0.03,6.8,80.8,7007.49,7132.7,19.88,198925033.39,71892933.54,54241.0,54236.0,8166.0,991.68,8165.5,0.9,0.99,7354447294.84,190.42,0.02,13881000000.0,0.58,7441.35,338334.53,16.64,80.9,16.56,25.63,68.6
173,2.5,0.55,6.2,71.1,6996.5,7124.6,21.63,189036367.27,71576484.3,56418.5,56409.5,5266.5,1440.47,5265.5,0.89,0.99,7354457209.02,190.69,0.02,13510000000.0,0.59,5084.94,231651.9,15.39,80.86,10.33,25.97,68.61
174,2.2,0.03,7.1,76.7,7007.38,7136.4,15.75,192960525.07,71790504.63,50803.0,50800.5,7904.0,992.31,7903.0,0.89,0.99,7354931463.76,190.33,0.02,13658000000.0,0.61,6413.03,327803.39,14.35,75.17,14.27,26.23,68.65
175,3.09,0.03,6.3,55.3,7008.7,7138.5,14.68,192936549.92,71521423.47,54564.5,54560.0,4103.5,1894.81,4103.0,0.89,0.99,7353912540.32,190.95,0.02,12960000000.0,0.55,4665.49,204123.89,16.65,82.58,8.46,25.4,68.64
176,2.75,0.03,6.6,62.2,7003.54,7133.9,17.08,181448227.79,71721790.36,52336.0,52331.5,5273.0,1432.94,5270.5,0.89,0.99,7355200260.65,190.32,0.02,13144000000.0,0.58,5589.75,247840.62,16.86,80.95,11.37,25.66,68.64
177,2.99,0.02,6.9,67.0,7011.79,7141.4,21.95,182148053.68,71659415.35,55290.0,55284.5,4182.5,1894.98,4182.0,0.89,0.99,7354070869.33,190.52,0.02,13265000000.0,0.56,2963.65,143688.39,14.45,78.4,7.34,25.61,68.73
178,2.69,0.55,6.7,87.1,6985.98,7112.6,26.84,194713510.37,71523520.98,59547.0,59545.0,5536.5,1430.95,5536.5,0.89,0.99,7354686597.43,190.28,0.02,13825000000.0,0.57,5199.01,228495.95,15.45,81.81,10.4,30.77,68.69
179,0.88,3.07,6.0,48.4,6991.57,7109.4,10.62,182082674.93,71189143.8,73446.0,73436.0,8378.0,,8378.0,0.9,0.99,7354058444.8,186.82,0.02,10548000000.0,0.47,14634.58,1400672.98,15.16,102.04,11.51,29.16,68.32
180,3.28,0.43,6.5,69.4,7006.47,7134.0,17.59,189274435.45,71714918.72,59454.0,59451.5,5557.5,1430.93,5557.5,0.89,0.99,7354608748.61,190.27,0.02,13766000000.0,0.57,3634.57,174810.69,14.67,85.51,9.88,24.78,68.74
181,3.66,0.02,6.2,67.2,7002.97,7136.7,18.53,192839613.88,71745468.83,55829.5,55827.0,4167.0,1902.81,4167.0,0.84,0.99,7354826091.05,190.23,0.02,13646000000.0,0.54,3480.24,144678.2,16.99,84.5,8.61,25.34,68.69
182,1.42,0.02,5.8,60.6,6981.68,7106.5,20.58,193366120.0,71005129.93,67320.0,67316.0,8461.0,1431.89,8461.0,0.89,0.99,7354136507.73,187.82,0.01,10118000000.0,0.45,6548.88,612416.7,17.93,107.45,13.55,26.82,68.32
183,1.14,0.04,6.8,59.8,7002.61,7128.2,13.55,182825833.16,71855357.36,55948.0,55944.5,5458.0,,5457.5,0.88,0.99,7354034247.37,190.43,0.02,13508000000.0,0.57,15816.92,745892.06,16.45,85.52,11.14,25.35,68.57
184,1.19,0.04,6.7,60.4,6993.47,7121.0,12.68,182812854.66,71797302.3,58839.5,58836.0,4793.0,,4793.0,0.89,0.99,7353923363.68,190.11,0.02,13837000000.0,0.56,15813.92,749880.95,16.56,90.14,9.51,25.83,68.6
185,1.15,0.04,6.4,55.8,6991.26,7114.4,11.83,189924659.34,71860922.72,59249.0,59247.5,5659.0,,5659.0,0.89,0.99,7354567704.82,190.39,0.02,14154000000.0,0.57,16201.7,766549.35,16.86,92.22,11.36,26.23,68.57
186,1.02,2.9,5.6,54.0,6995.4,7119.9,15.03,189839981.75,71163607.25,68359.0,68357.0,5108.0,,5108.0,0.89,0.99,7353885879.08,187.75,0.02,10143000000.0,0.46,13935.53,1206969.76,14.6,102.02,8.66,29.07,68.34
187,2.85,0.02,6.7,52.2,7003.3,7129.9,13.19,182469744.67,71615398.59,58995.5,58993.5,4318.0,1874.38,4318.0,0.89,0.99,7354604398.16,190.68,0.02,13232000000.0,0.54,4804.61,208585.99,17.32,89.22,8.88,28.57,68.69
188,1.7,0.02,6.1,55.5,6999.62,7128.9,14.21,184887440.35,71085202.98,59625.0,59621.0,7709.0,1423.11,7707.0,0.89,0.99,7354187744.97,186.93,0.01,9701000000.0,0.44,6209.84,571968.62,16.97,96.74,12.88,26.22,68.32
189,3.17,0.42,6.4,67.5,6996.42,7124.8,17.6,192353532.6,71582681.45,61414.5,61409.5,5584.5,1427.42,5584.5,0.89,0.99,7355406922.47,190.4,0.02,13742000000.0,0.57,3627.24,173589.1,14.63,87.7,9.87,25.03,68.73
190,1.12,0.04,6.1,46.2,6995.27,7120.8,8.36,201554954.28,71923672.01,55396.5,55396.0,8134.5,,8134.5,0.89,0.99,7353815977.12,190.43,0.02,13884000000.0,0.58,16213.91,771081.91,16.53,86.92,16.46,26.68,68.54
191,3.26,0.46,6.1,67.2,6995.22,7125.4,22.39,187955391.13,71525013.88,59275.5,59267.5,4051.5,1897.02,4051.5,0.89,0.99,7354232608.58,190.66,0.02,13041000000.0,0.54,4116.05,176716.2,14.95,81.96,7.58,25.5,68.63
192,1.59,0.02,5.8,61.5,6996.82,7125.4,18.37,182701965.25,71097660.7,66396.0,66394.0,5462.0,1763.13,5462.0,0.89,0.99,7353433299.01,187.01,0.01,10051000000.0,0.45,4931.19,452368.05,16.3,101.93,9.59,27.76,68.27
193,3.3,0.02,6.9,90.2,7006.39,7133.2,23.5,183731533.99,71675004.67,53371.5,53370.0,5583.5,1430.88,5583.0,0.9,0.99,7355148129.75,190.3,0.02,13705000000.0,0.62,3955.56,171287.54,15.96,75.43,10.76,27.12,68.78
194,3.39,0.02,6.8,84.5,6983.76,7111.6,19.38,184797676.42,71371905.46,53823.5,53818.0,4174.0,1880.29,4174.0,0.9,0.99,7353678016.39,190.6,0.02,13790000000.0,0.6,2920.9,142158.25,14.21,75.29,7.25,24.06,68.71
195,1.68,0.02,6.1,84.5,6986.55,7111.9,26.19,188698605.6,70917662.01,58631.0,58626.0,7817.0,1418.65,7815.0,0.89,0.99,7353547850.47,187.58,0.02,10255000000.0,0.49,6154.29,572292.36,16.78,93.17,12.77,27.17,68.28
196,2.92,0.03,6.9,86.6,7007.78,7134.8,21.4,190011886.64,71712794.96,52129.5,52127.0,5422.5,1419.83,5422.0,0.89,0.99,7354510292.56,190.77,0.02,13505000000.0,0.61,4804.89,232828.99,14.22,75.3,9.63,25.06,68.67
197,1.44,0.04,6.8,82.4,7009.65,7135.5,19.3,182066846.68,71893398.71,48998.0,48994.5,7977.0,,7976.5,0.89,0.99,7354336141.19,190.25,0.02,14010000000.0,0.67,15712.74,737238.71,16.02,72.8,15.95,25.54,68.54
198,2.81,0.48,6.2,68.4,6997.15,7123.1,19.43,190116356.65,71537839.59,58708.0,58704.5,4101.0,1901.12,4101.0,0.88,0.99,7354392932.85,190.77,0.02,13505000000.0,0.55,4194.12,184791.16,15.24,82.27,7.72,25.9,68.71
199,1.3,0.02,6.2,68.0,6995.7,7119.9,18.56,192733787.72,71151120.63,64234.0,64228.0,16842.0,990.93,16840.0,0.9,0.99,7354718248.34,186.9,0.02,10844000000.0,0.47,7940.89,746882.81,17.76,101.17,17.68,27.66,68.31
200,1.52,1.15,6.0,63.5,6968.04,7096.5,17.68,192678899.75,70662849.64,69125.0,69118.0,7851.0,1417.15,7851.0,0.89,0.99,7350589353.12,186.35,0.02,10504000000.0,0.47,5625.86,470786.1,15.27,92.33,11.7,27.51,68.17
201,2.2,0.03,6.3,75.2,7001.72,7132.1,20.77,191709607.1,71868674.17,51753.5,51750.5,7956.0,991.4,7955.5,0.89,0.99,7353336230.01,190.12,0.02,13785000000.0,0.58,7201.56,327786.13,16.45,77.68,16.38,24.87,68.56
202,3.36,0.02,6.3,64.3,7011.32,7143.6,17.47,190967302.85,71730706.59,54687.5,54680.5,5458.5,1430.92,5458.5,0.89,0.99,7354653329.84,191.01,0.02,13390000000.0,0.56,4013.07,170897.4,16.19,79.8,10.92,25.67,68.71
203,1.21,1.54,6.4,91.8,7004.83,7130.5,22.01,185686151.08,71859382.17,57062.0,57057.5,8116.5,,8115.0,0.89,0.99,7353742854.21,190.29,0.02,14330000000.0,0.6,15668.19,743011.05,15.98,83.18,15.91,25.77,68.57
